idx,hashtag,emoji_s,count
101,2019SBS歌谣大战,"(5, 4, 16, 1, 15, 21, 7, 24, 11, 6, 2, 20, 12, 8, 13, 14, 17, 22, 3, 9, 19, 23)","(2235, 578, 400, 94, 62, 46, 36, 29, 27, 17, 14, 12, 8, 7, 7, 5, 5, 5, 2, 2, 1, 1)"
102,2019中国城镇居民家庭资产负债情况,"(11, 4, 13, 21, 2, 3, 14, 6, 15, 8, 1, 5)","(376, 43, 25, 13, 12, 10, 8, 8, 7, 6, 1, 1)"
103,2019中国的世界冠军,"(16, 22, 15, 19, 5, 1, 11, 14, 24, 8, 12, 3, 18, 20, 23, 4, 6, 13, 17, 7, 10)","(2079, 207, 116, 51, 38, 15, 10, 9, 9, 8, 8, 7, 7, 7, 7, 6, 5, 5, 3, 2, 1)"
104,2019买过最后悔的东西,"(1, 6, 13, 5, 21, 3, 2, 10, 17)","(105, 69, 25, 20, 11, 4, 3, 2, 1)"
105,2019你记住了谁,"(16, 23, 17, 5, 22, 7, 8, 1, 20, 9, 18, 24, 3, 21)","(869, 67, 43, 28, 26, 19, 19, 15, 9, 8, 5, 5, 2, 2)"
106,2019十大流行语,"(8, 3, 15, 24, 14, 7, 17, 18, 6, 20, 21, 16, 9, 22, 1, 19, 23)","(102, 18, 16, 15, 14, 11, 10, 8, 6, 6, 6, 5, 4, 2, 1, 1, 1)"
107,2019学霸们的神操作,"(21, 8, 15, 16, 6, 2, 3, 22, 24, 11, 19)","(292, 29, 11, 11, 6, 4, 3, 2, 2, 1, 1)"
108,2019年与死神较量的瞬间,"(16, 5, 8, 15, 12, 18, 22, 1, 13, 17, 21, 2, 3, 6)","(199, 10, 5, 4, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1)"
109,2019年中国游戏女玩家达3亿,"(8, 3, 2, 16, 9, 11, 21, 22, 6, 5, 7, 17, 10, 13, 15, 14, 20)","(96, 19, 15, 13, 8, 8, 6, 6, 4, 3, 3, 3, 2, 2, 2, 1, 1)"
110,2019年仅剩9天,"(16, 5, 6, 8, 22, 17, 13, 7, 11, 23, 9, 24, 2, 1, 10, 21, 12, 4, 3, 14, 15, 18, 20, 19)","(3184, 686, 274, 237, 103, 95, 84, 65, 56, 44, 39, 31, 29, 28, 22, 19, 15, 15, 14, 14, 9, 9, 9, 7)"
111,2019年全国平均气温比常年偏高,"(6, 17, 14, 5, 9, 23, 8, 4, 16, 7, 22, 3, 21, 10, 11, 13)","(27, 21, 18, 15, 14, 12, 8, 8, 7, 6, 4, 3, 3, 1, 1, 1)"
112,2019年全国结婚登记947.1万对,"(8, 16, 14, 4, 6, 23, 3, 24, 18, 9, 19, 10, 7, 2, 13, 22, 1, 17, 20, 21, 5, 11, 12, 15)","(484, 296, 159, 76, 73, 47, 36, 29, 25, 24, 22, 21, 19, 17, 16, 16, 14, 14, 13, 13, 8, 8, 8, 7)"
113,2019年全国财政收入超19万亿元,"(17, 4, 15, 1, 3, 5, 6, 23, 16, 21, 11, 9, 12, 22, 20, 24, 10, 14, 8, 7, 13)","(290, 34, 24, 17, 13, 13, 12, 12, 10, 10, 9, 8, 8, 8, 6, 6, 4, 2, 2, 1, 1)"
114,2019年十大饮食减肥法,"(9, 6, 8, 24, 3, 14, 4, 5, 10, 2, 7, 11, 21, 16)","(69, 41, 37, 12, 10, 10, 6, 4, 3, 2, 2, 2, 2, 1)"
115,2019年外国阅兵名场面,"(6, 3, 8, 7, 22, 15, 20, 16, 21, 14, 24, 2, 12)","(47, 40, 24, 20, 16, 10, 7, 5, 4, 3, 3, 2, 1)"
116,2019年崩溃的瞬间,"(5, 6, 17, 18, 24, 11, 1, 12, 22, 3, 21, 14, 8, 16, 7, 9, 13, 4, 15, 19, 23)","(1447, 565, 49, 29, 17, 10, 9, 9, 8, 4, 4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)"
117,2019年度十大BGM,"(16, 5, 8, 6, 22, 19, 2, 15, 7, 3, 12, 23, 14, 11, 21, 24, 1, 4)","(903, 168, 85, 63, 31, 28, 23, 13, 10, 7, 5, 5, 3, 2, 2, 2, 1, 1)"
118,2019年度汉字,"(19, 16, 22, 6, 7, 8, 9, 4, 1, 23, 2, 14, 15, 3, 5, 20, 21, 24)","(114, 79, 13, 9, 9, 8, 6, 5, 4, 4, 3, 3, 2, 1, 1, 1, 1, 1)"
119,2019年我国415万对夫妻离婚,"(4, 12, 11, 15, 14, 13, 8, 19, 17, 1, 9, 6, 2, 3, 5, 16, 7, 18, 22, 24, 10, 23, 20, 21)","(2066, 756, 240, 232, 198, 156, 90, 90, 48, 38, 36, 33, 32, 29, 20, 19, 18, 14, 14, 14, 13, 12, 9, 7)"
120,2019年我国减贫人口将超1000万,"(8, 11, 16, 22, 5, 1, 6, 15, 14, 4, 17, 20, 3, 13, 23, 21, 2, 7, 18, 19, 10)","(321, 82, 49, 43, 36, 33, 30, 27, 25, 17, 17, 9, 8, 8, 8, 6, 5, 4, 2, 2, 1)"
121,2019年是有记录以来海洋最暖一年,"(5, 17, 6, 8, 16, 23, 24, 12, 13, 9, 21, 10, 4, 18, 19, 1, 3, 14, 11)","(321, 52, 11, 11, 11, 11, 7, 6, 5, 4, 4, 2, 2, 2, 2, 1, 1, 1, 1)"
122,2019年最后一个月该怎么过,"(8, 16, 5, 19, 10, 9, 11, 23, 2, 14, 18, 24, 4, 1, 7, 15, 20)","(312, 103, 45, 23, 13, 12, 9, 8, 7, 7, 7, 7, 6, 1, 1, 1, 1)"
123,2019年最后一天,"(16, 6, 5, 2, 8, 23, 1, 13, 17, 22, 19, 24, 14, 15, 10, 9, 11, 18, 12, 4, 21, 3, 7, 20)","(10813, 1530, 756, 513, 387, 301, 146, 106, 68, 64, 61, 51, 40, 37, 31, 27, 27, 17, 16, 14, 14, 13, 13, 11)"
124,2019年百家姓排名,"(8, 6, 9, 3, 13, 23, 10, 21, 16, 14, 4, 17, 20, 2, 7, 11, 12, 1, 22, 18, 5, 19, 15)","(423, 121, 45, 38, 20, 17, 16, 16, 14, 13, 12, 11, 11, 9, 9, 8, 8, 7, 6, 5, 4, 3, 2)"
125,2019年的最后一个月,"(7, 19, 16, 1, 5, 18, 23, 21, 2, 10, 9, 11, 8, 14, 6, 17, 3, 20, 4, 22, 13, 24, 12, 15)","(260, 127, 107, 77, 67, 34, 33, 31, 29, 26, 23, 22, 21, 14, 14, 12, 10, 10, 8, 8, 6, 6, 4, 1)"
126,2019年的第一场雪,"(7, 5, 15, 16, 9, 14, 17, 24, 23, 11, 1, 10, 21, 12, 18, 20, 3, 8, 22)","(59, 33, 22, 21, 17, 14, 9, 9, 8, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1)"
127,2019年赴韩中国游客创新高,"(4, 14, 2, 11, 15, 18, 9, 7, 16, 6, 1, 8, 12, 13, 24, 17, 3, 19, 5, 21, 10, 23, 20, 22)","(4247, 184, 129, 121, 78, 66, 50, 41, 35, 31, 30, 28, 24, 24, 18, 14, 12, 11, 10, 9, 7, 7, 6, 1)"
128,2019恋爱报告,"(16, 5, 3, 8, 6, 21, 24, 9, 13, 23, 14, 7, 2, 10, 15, 17, 22)","(45, 22, 9, 8, 5, 5, 5, 4, 4, 4, 2, 2, 1, 1, 1, 1, 1)"
129,2019我国离婚数量或再创新高,"(8, 15, 6, 16, 2, 14, 10, 3, 11, 23, 9, 1, 17, 12, 13, 18, 4, 5, 20, 21, 19, 7, 24, 22)","(474, 99, 96, 89, 49, 44, 41, 39, 28, 28, 27, 22, 20, 19, 19, 16, 14, 12, 12, 11, 10, 7, 6, 4)"
130,2019收入最高音乐人,"(16, 10, 8, 7, 18, 24, 3, 6, 23, 15, 20, 2, 9, 21, 5, 4, 17, 22)","(106, 14, 13, 9, 6, 6, 4, 4, 4, 3, 3, 2, 2, 2, 1, 1, 1, 1)"
131,2019新生儿爆款名字,"(6, 3, 8, 2, 11, 16, 14, 18, 19, 1, 4, 10, 5, 7, 23, 12, 17, 15, 21, 22, 24, 20, 9, 13)","(990, 293, 255, 210, 167, 58, 43, 41, 37, 33, 32, 26, 25, 24, 22, 21, 21, 20, 20, 20, 20, 18, 17, 17)"
132,2019明星高能采访名场面,"(6, 3, 8, 17, 22, 9, 15, 20, 21, 2, 23, 16)","(740, 230, 212, 9, 9, 7, 5, 5, 3, 2, 2, 1)"
133,2019最不想删的3张照片,"(16, 8, 6, 2, 5, 23, 15, 14, 17, 9, 7, 10, 24, 12, 22, 13, 4, 1, 19, 3, 21, 11, 18, 20)","(3365, 317, 227, 207, 191, 82, 59, 54, 29, 25, 21, 17, 17, 16, 14, 12, 12, 10, 10, 9, 9, 8, 8, 7)"
134,2019最后3天,"(16, 5, 6, 8, 1, 15, 13, 20, 19, 23, 22, 18, 7, 11, 14, 17, 9, 12, 24, 3, 2, 4, 21, 10)","(607, 161, 81, 68, 29, 23, 19, 19, 17, 17, 16, 12, 10, 10, 9, 9, 8, 8, 8, 7, 6, 5, 4, 1)"
135,2019最火表情,"(6, 8, 3, 2, 24, 15, 19, 22, 7, 14, 5, 4, 21, 1, 9, 10, 16)","(499, 179, 129, 58, 13, 11, 11, 7, 6, 2, 2, 2, 2, 1, 1, 1, 1)"
136,2019第一次发生的22件事,"(16, 19, 5, 6, 8, 9, 20, 7, 12, 3, 14, 10, 4, 13, 23, 18, 22, 1, 11, 15, 17, 21, 24)","(214, 22, 21, 20, 12, 11, 9, 8, 7, 6, 6, 5, 5, 4, 4, 3, 3, 1, 1, 1, 1, 1, 1)"
137,2019被小朋友暖到的瞬间,"(16, 5, 15, 6, 1, 18, 3, 12, 2, 13, 23, 21, 20)","(670, 37, 23, 16, 9, 8, 7, 7, 5, 5, 4, 2, 1)"
138,2019谁最高光,"(16, 7, 10, 21, 14, 18, 22, 5, 24, 19)","(64, 29, 10, 7, 6, 4, 4, 2, 2, 1)"
139,20200202,"(16, 11, 8, 23, 5, 6, 4, 18, 24, 15, 2, 7, 17, 1, 10, 14, 22, 9, 13, 19, 20, 21, 12, 3)","(24220, 1861, 377, 225, 139, 101, 93, 60, 45, 30, 28, 28, 26, 25, 22, 21, 21, 20, 18, 17, 16, 16, 15, 13)"
140,20200202文案,"(16, 23, 6, 24, 17, 14, 11, 5, 8, 7, 22, 4, 3, 20, 13, 21, 1, 15, 18, 9, 10, 19, 2, 12)","(6753, 177, 126, 65, 64, 56, 54, 43, 42, 38, 28, 17, 15, 15, 14, 12, 11, 9, 9, 8, 7, 6, 4, 3)"
141,2020NBA全明星周末,"(4, 7, 11, 15, 22, 23, 14, 2, 18, 16, 3, 8, 17)","(405, 122, 31, 24, 12, 12, 9, 8, 8, 7, 5, 4, 1)"
142,2020 爱你爱你,"(16, 23, 8, 7, 2, 6, 5, 17, 22, 24, 14, 19, 11, 18, 20, 3, 4, 21, 13, 15, 1, 9, 12, 10)","(10638, 300, 234, 222, 81, 44, 40, 35, 32, 26, 18, 16, 8, 7, 7, 6, 6, 6, 5, 5, 4, 4, 3, 2)"
143,2020一起安慕希,"(15, 16, 4, 1, 18, 19, 24)","(286, 28, 15, 9, 5, 5, 1)"
144,2020中国最具影响力50位商界领袖,"(8, 15, 14, 16, 11, 5, 9, 4, 22)","(70, 15, 8, 4, 2, 1, 1, 1, 1)"
145,2020光见证历史了,"(5, 6, 8, 16, 21, 17, 13, 7, 3, 18, 15, 1, 14, 11, 10, 23, 4, 22, 9, 24, 19, 2, 20, 12)","(3310, 1022, 255, 166, 126, 56, 44, 33, 28, 28, 26, 20, 20, 20, 18, 17, 15, 13, 12, 10, 9, 7, 6, 1)"
146,2020全年票房损失将超300亿元,"(2, 5, 14, 6, 15, 12, 8, 4, 19, 9, 21, 17, 3, 10, 11, 16)","(166, 112, 34, 20, 19, 13, 11, 8, 8, 7, 7, 5, 1, 1, 1, 1)"
147,2020前4月螺蛳粉出口量暴涨,"(8, 6, 15, 7, 3, 5, 11, 14, 2, 24, 4, 10, 19, 17, 21, 12, 13, 20, 18, 22, 1, 23, 9)","(2306, 451, 191, 118, 78, 64, 36, 27, 22, 16, 15, 14, 14, 13, 12, 10, 9, 8, 7, 5, 2, 2, 1)"
148,2020和2019六大热门景点对比,"(3, 6, 15, 8, 5, 23, 9, 21, 16, 11, 22, 14, 18, 10, 4, 1, 2, 19, 20)","(65, 16, 16, 13, 12, 10, 8, 8, 7, 4, 4, 3, 3, 2, 2, 1, 1, 1, 1)"
149,2020国漫需要牛,"(15, 3, 1, 23, 11)","(119, 9, 8, 3, 2)"
150,2020图片,"(16, 2, 23, 9, 22, 24, 10, 17, 8, 7, 20, 3, 14, 19, 12, 6, 5, 13, 15, 21, 4, 11)","(981, 93, 60, 27, 27, 24, 21, 20, 16, 14, 14, 13, 12, 12, 10, 9, 7, 7, 6, 5, 4, 1)"
151,2020头像,"(16, 22, 2, 19, 8, 24, 14, 3, 11, 15, 5, 6, 4, 9, 10, 1, 12, 18, 20, 7, 17, 21, 23)","(195, 155, 26, 24, 23, 22, 21, 19, 15, 14, 12, 11, 11, 10, 9, 8, 8, 8, 7, 4, 4, 3, 1)"
152,2020届毕业生最新就业政策,"(15, 5, 21, 4, 16, 6, 8, 1, 9, 12, 18, 17, 14, 24, 10, 11, 3, 7, 13, 19, 22, 23, 2, 20)","(720, 270, 109, 93, 76, 51, 51, 31, 23, 23, 19, 17, 15, 13, 12, 12, 11, 11, 10, 10, 10, 10, 9, 7)"
153,2020已有5328家影视公司注销,"(14, 5, 15, 12, 16, 6, 2, 21, 17, 19, 11, 8, 1, 18, 10, 13, 4, 22, 9, 3, 7, 20, 24)","(1476, 1021, 535, 225, 184, 127, 122, 110, 72, 54, 43, 32, 29, 28, 23, 21, 21, 16, 13, 10, 10, 10, 3)"
154,2020已痛失13名院士,"(18, 5, 16, 17, 2, 13, 19, 11, 22, 15, 12, 7, 23, 3, 14, 4, 21, 24, 1, 6, 8, 9, 10, 20)","(17419, 1211, 213, 97, 18, 13, 12, 11, 11, 10, 9, 6, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 2)"
155,2020年中央一号文件,"(15, 11, 16, 14, 22, 4, 19, 2, 6, 7, 8, 10, 18, 9, 20, 21, 24, 5, 23, 3, 12, 17, 1, 13)","(3601, 898, 200, 113, 82, 74, 59, 41, 41, 41, 40, 32, 31, 30, 30, 30, 27, 24, 21, 19, 18, 16, 15, 15)"
156,2020年你会有什么,"(16, 11, 19, 22, 5, 8, 6, 7, 3, 12, 14, 15, 18, 2, 13, 20, 24)","(45, 20, 16, 13, 12, 10, 9, 9, 5, 5, 3, 3, 3, 2, 2, 1, 1)"
157,2020年全面建成北斗全球系统,"(19, 15, 7, 1, 23, 6, 22, 17, 14, 8, 3, 4, 5, 13, 16, 20, 21)","(1024, 110, 22, 14, 12, 8, 8, 7, 6, 4, 2, 2, 1, 1, 1, 1, 1)"
158,2020年北京高考时间变为4天,"(11, 6, 14, 5, 8, 21, 15, 1, 3, 24, 4, 10, 12, 20, 9, 17, 18, 16, 19, 23, 13)","(543, 151, 106, 96, 80, 41, 38, 35, 25, 25, 20, 10, 8, 8, 7, 7, 7, 6, 6, 6, 4)"
159,2020年和即将到来的鼠年都是闰年,"(8, 16, 6, 3, 14, 7, 17, 2, 5, 11, 15, 10, 13, 19, 21, 18, 20, 23, 1, 4, 22, 12)","(272, 116, 55, 32, 31, 20, 16, 15, 15, 13, 10, 8, 8, 6, 6, 5, 5, 4, 3, 3, 2, 1)"
160,2020年已有15位院士去世,"(18, 5, 16, 19, 17, 2, 7, 3, 6, 8, 10, 11, 12, 15, 21, 22, 24)","(7377, 405, 80, 26, 6, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)"
161,2020年已过去三分之一,"(5, 16, 12, 6, 8, 22, 7, 3, 11, 17, 2, 1, 14, 18, 9, 21, 4, 23, 20, 19, 10)","(843, 228, 163, 62, 39, 29, 23, 21, 20, 20, 15, 11, 8, 8, 7, 7, 6, 6, 5, 4, 2)"
162,2020年应届高校毕业生有874万,"(5, 6, 21, 8, 7, 17, 16, 18, 2, 3, 14, 9, 13, 4, 10, 19, 20, 24, 12, 11, 22, 23, 1, 15)","(2014, 426, 369, 59, 39, 27, 22, 21, 20, 19, 19, 16, 16, 15, 13, 13, 12, 9, 8, 7, 7, 7, 5, 3)"
163,2020年春晚14日首次带妆彩排,"(7, 14, 13, 1, 16, 8, 3, 6, 17, 2, 24, 10, 4, 19, 11, 20, 22, 21, 23, 15, 9)","(320, 52, 35, 34, 31, 24, 16, 15, 15, 13, 10, 9, 9, 9, 8, 6, 5, 3, 3, 2, 1)"
164,2020年清明节放假安排,"(8, 6, 16, 7, 21, 11, 3, 5, 15, 14, 2, 10, 12, 19, 23, 1, 17, 13, 4, 20, 9, 18, 24, 22)","(4269, 1036, 334, 214, 71, 61, 54, 54, 42, 36, 33, 31, 28, 27, 26, 25, 17, 16, 16, 15, 14, 13, 11, 4)"
165,2020年的第一场雪,"(16, 6, 8, 5, 2, 7, 3, 24, 23, 9, 17, 15, 19, 14, 4, 11, 21, 22, 13, 18, 10, 12, 1, 20)","(3296, 603, 150, 148, 92, 71, 69, 53, 40, 38, 20, 18, 17, 15, 15, 14, 14, 10, 9, 7, 6, 3, 2, 1)"
166,2020年的第一次旅行,"(16, 2, 8, 22, 17, 9, 1, 5, 6, 21, 10, 13, 3, 14, 7, 15, 23)","(83, 35, 12, 9, 7, 6, 5, 5, 4, 4, 3, 3, 2, 2, 2, 1, 1)"
167,2020年考证时间表,"(9, 21, 10, 6, 14, 19, 1, 8, 15, 24, 3, 13, 16, 4, 23, 5, 7, 17, 18)","(36, 20, 19, 15, 12, 6, 5, 5, 5, 5, 4, 4, 4, 3, 3, 2, 1, 1, 1)"
168,2020年贺岁纪念币,"(7, 16, 2, 13, 19, 5, 15, 8, 6, 11, 9, 21, 22, 24, 23)","(300, 19, 15, 13, 12, 9, 9, 8, 6, 5, 4, 4, 4, 2, 1)"
169,2020年首场流星雨,"(16, 7, 6, 5, 10, 19, 22, 23, 8, 3, 24, 11, 14, 2, 1, 21, 15, 18, 13, 9, 17)","(1694, 282, 79, 44, 39, 29, 28, 26, 25, 22, 21, 16, 14, 12, 10, 10, 6, 6, 3, 2, 2)"
170,2020年首对圈养大熊猫双胞胎诞生,"(23, 7, 16, 6, 8, 12, 14, 10, 11, 3, 1, 2, 5, 22)","(1231, 285, 79, 30, 19, 12, 10, 9, 7, 4, 1, 1, 1, 1)"
171,2020年高铁将全面使用电子客票,"(6, 13, 19, 5, 21, 22, 1, 8, 15, 14, 10, 3, 4, 17, 18, 23, 12, 24, 20, 2, 9, 11)","(105, 34, 32, 29, 26, 15, 14, 14, 12, 11, 11, 10, 8, 8, 7, 7, 6, 6, 5, 4, 2, 2)"
172,2020怎么了,"(17, 5, 16, 18, 11, 21, 22, 23, 24, 19, 6, 13, 7, 10, 20, 1, 8, 12, 2, 3)","(2624, 545, 211, 78, 59, 57, 28, 27, 23, 21, 14, 12, 9, 8, 8, 7, 7, 6, 3, 2)"
173,2020情人节的真实状态,"(6, 8, 16, 14, 24, 5, 17, 21, 1, 13, 23, 3, 9, 20, 2, 4, 15)","(147, 113, 104, 23, 20, 13, 9, 8, 7, 7, 7, 5, 5, 4, 3, 1, 1)"
174,2020新年快乐,"(16, 2, 23, 7, 15, 17, 22, 8, 5, 21, 20, 24, 1, 6, 13, 3, 9, 19, 11, 4, 18, 12, 14, 10)","(19004, 290, 156, 61, 40, 40, 35, 20, 17, 13, 12, 12, 10, 10, 10, 8, 8, 6, 5, 4, 4, 3, 1, 1)"
175,2020新年签,"(16, 6, 2, 19, 10, 8, 7, 3, 18, 14, 9, 22, 23)","(796, 77, 60, 52, 32, 30, 8, 5, 4, 3, 1, 1, 1)"
176,2020日本小姐冠军,"(22, 11, 14, 16, 18, 7, 15, 3, 21, 6, 24, 8, 10, 17, 9, 13, 5, 19, 23, 12, 1, 2, 20)","(117, 67, 41, 20, 19, 18, 16, 14, 12, 10, 10, 9, 9, 8, 7, 7, 6, 4, 4, 3, 2, 2, 2)"
177,2020春晚分会场,"(16, 7, 8, 15, 2, 4, 6, 5, 19, 17, 14, 22, 12, 11, 21, 13, 3, 20, 23, 9, 10, 1, 24)","(1112, 268, 35, 31, 29, 27, 22, 21, 19, 17, 15, 14, 12, 10, 9, 8, 7, 7, 4, 3, 3, 2, 1)"
178,2020春节为何来得早,"(6, 8, 3, 5, 15, 16, 22, 24, 11, 23, 20, 7, 12, 13, 21, 1, 10, 18, 19, 2, 9, 4)","(103, 27, 21, 21, 15, 12, 9, 9, 8, 7, 4, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1)"
179,2020春运第一天,"(16, 6, 5, 2, 1, 23, 8, 21, 15, 4, 7, 24, 13, 14, 11, 17, 18, 22, 3, 9, 20, 10, 19)","(1223, 220, 89, 74, 50, 40, 38, 28, 27, 16, 13, 13, 11, 10, 10, 9, 8, 8, 7, 5, 5, 4, 4)"
180,2020最想去的地方,"(7, 16, 10, 23, 1, 2, 8, 21, 5, 15, 19, 22, 3, 14, 9, 12, 13, 17, 18, 20, 24)","(224, 93, 27, 27, 13, 11, 10, 10, 8, 5, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1)"
181,2020最飒发型,"(11, 3, 16, 8, 14, 1, 12, 13, 7, 9, 20, 4, 21, 22, 23, 2, 10, 19, 6, 24)","(1289, 80, 54, 40, 28, 16, 12, 11, 9, 9, 8, 7, 7, 7, 7, 6, 5, 4, 2, 1)"
182,2020有5个神奇的星期六,"(7, 16, 8, 6, 3, 19, 10, 23, 24, 2, 22, 11, 17, 21, 14, 5, 18, 4, 13, 15, 20, 1, 12, 9)","(916, 384, 107, 59, 37, 30, 28, 20, 20, 18, 17, 16, 8, 8, 7, 7, 7, 6, 5, 5, 5, 4, 4, 2)"
183,2020潮人趋势,"(16, 11, 7, 4, 14, 23, 18, 8, 3, 20, 21, 24, 1, 10, 17, 2, 6, 15, 5, 19, 9, 22, 13)","(3546, 581, 182, 77, 55, 28, 26, 25, 22, 17, 15, 13, 11, 11, 11, 10, 10, 10, 9, 9, 8, 7, 6)"
184,2020澳网,"(11, 15, 8, 16, 4, 14, 21, 1, 6, 23, 17, 19, 13, 12, 3, 5, 7, 9, 10, 20, 22, 24)","(269, 105, 23, 21, 17, 13, 13, 11, 11, 11, 8, 8, 4, 3, 2, 1, 1, 1, 1, 1, 1, 1)"
185,2020第一个工作日,"(16, 6, 22, 8, 7, 1, 2, 5, 13, 17, 19, 3, 14, 11, 20)","(222, 78, 75, 58, 15, 14, 12, 11, 11, 8, 7, 3, 2, 2, 1)"
186,2020篮球名人堂最终候选名单,"(5, 16, 18, 21, 24, 3, 10, 22, 6, 8, 12, 13, 15, 17)","(133, 20, 11, 8, 6, 4, 4, 4, 2, 1, 1, 1, 1, 1)"
187,2020胡润全球富豪榜,"(8, 4, 24, 14, 5, 13, 6, 20, 10, 12, 16, 2, 7, 9, 15)","(133, 22, 15, 12, 8, 8, 4, 4, 3, 3, 2, 1, 1, 1, 1)"
188,2020请记得怀念他们,"(18, 5, 16, 24, 23, 1, 14, 15)","(5847, 488, 259, 5, 2, 1, 1, 1)"
189,2020首场大范围雨雪,"(5, 6, 7, 16, 8, 10, 21, 20, 19, 2, 9, 11, 13, 3, 14, 18, 1, 12, 15, 17, 22, 4, 23, 24)","(124, 106, 75, 44, 32, 23, 23, 16, 15, 11, 10, 10, 8, 7, 7, 5, 3, 3, 3, 2, 2, 1, 1, 1)"
190,2023年全球人口将达80亿,"(6, 9, 16, 10, 3, 21, 2, 12, 18, 8, 17, 20, 5, 13, 22, 7, 1, 14, 11, 19, 24, 23, 4)","(79, 45, 35, 24, 15, 14, 13, 13, 9, 8, 8, 8, 7, 7, 5, 4, 3, 3, 3, 3, 3, 2, 1)"
191,2025年社保卡将覆盖全国,"(10, 8, 15, 16, 9, 11, 12, 6, 1, 2, 3, 13, 24, 19, 20, 17, 22, 5, 7, 18, 21)","(53, 24, 20, 17, 14, 14, 14, 13, 9, 8, 7, 7, 7, 4, 3, 2, 2, 1, 1, 1, 1)"
192,20多张欠条还了8年,"(16, 15, 22, 19, 8, 4, 20, 1, 6, 17, 24)","(358, 67, 18, 9, 8, 5, 2, 1, 1, 1, 1)"
193,20多种新冠肺炎疫苗正在研发,"(15, 16, 9, 14, 20, 6, 4, 24, 11, 19, 22, 8)","(200, 69, 9, 8, 6, 4, 4, 3, 2, 2, 2, 1)"
194,20天后20后出生,"(6, 21, 8, 16, 5, 13, 1, 3, 18, 7, 15, 22, 2, 4, 19, 23, 24, 10, 14, 20, 9, 11, 12)","(571, 124, 84, 72, 64, 36, 27, 25, 21, 15, 13, 10, 9, 7, 6, 5, 5, 4, 3, 2, 1, 1, 1)"
195,20年前的康辉,"(8, 2, 7, 6, 3, 16, 23, 19, 1, 20, 22, 11, 4, 10, 15, 5, 9, 18, 17, 21, 24, 12, 13, 14)","(1272, 355, 322, 194, 99, 82, 64, 36, 29, 27, 27, 20, 20, 18, 18, 16, 16, 15, 14, 13, 12, 11, 9, 8)"
196,20年后七子之歌合唱团重聚,"(16, 5, 22, 15, 18, 12, 6, 20, 23, 24, 3, 14, 1, 9, 19)","(931, 43, 25, 8, 8, 7, 6, 5, 5, 5, 4, 2, 1, 1, 1)"
197,20日中巴晋C60695乘客,"(18, 5, 4, 9, 1, 11, 15, 21, 22, 6, 17, 13, 16)","(105, 24, 14, 8, 5, 4, 4, 4, 4, 3, 3, 1, 1)"
198,20来岁的真实状态,"(6, 21, 8, 16, 1, 5, 17, 3, 11, 4, 10, 24, 15, 18, 14, 23, 9, 20, 13, 19, 7, 22, 2)","(402, 173, 137, 50, 46, 46, 34, 20, 17, 17, 15, 13, 12, 12, 11, 11, 10, 9, 8, 8, 6, 5, 3)"
199,21岁至29岁的年龄段,"(1, 5, 8, 6, 10, 21, 24, 16, 14, 7, 19, 9, 4, 3, 13, 11, 17, 18, 2, 22, 15, 20, 12)","(170, 114, 84, 35, 29, 22, 20, 17, 16, 16, 16, 14, 12, 11, 11, 10, 10, 8, 7, 6, 5, 4, 2)"
200,22岁女孩去世捐献器官让3人新生,"(16, 18, 5, 23, 19, 2, 17, 13, 4, 21, 3, 15, 24, 8, 10, 11, 12, 20, 14, 6)","(3679, 756, 321, 25, 21, 12, 10, 9, 9, 9, 8, 7, 7, 6, 4, 2, 2, 2, 1, 1)"
201,22岁感染科护士的手,"(5, 22, 16, 15, 17, 4, 12, 1, 23, 7, 18, 6, 11, 13, 3, 10, 21, 2, 14, 20, 24, 8, 9, 19)","(5109, 487, 315, 88, 76, 69, 35, 29, 22, 18, 17, 16, 12, 11, 10, 10, 10, 8, 8, 8, 8, 7, 7, 7)"
202,22日深圳ZH4751次航班旅客,"(4, 5, 11, 19, 22, 16, 24, 1, 17, 20, 6, 9, 21, 14, 8, 10, 15, 23, 7, 13, 18, 12)","(2007, 109, 43, 17, 14, 13, 13, 11, 11, 9, 8, 8, 8, 7, 7, 7, 7, 6, 5, 3, 3, 2)"
203,23万隆胸居然做出四个胸,"(11, 6, 12, 15, 4, 16, 2, 3, 17, 13, 18, 9, 24, 10, 21, 19, 14, 5, 20, 23, 1, 7, 22, 8)","(223, 122, 68, 52, 42, 32, 25, 20, 19, 18, 16, 15, 15, 14, 12, 11, 10, 10, 10, 10, 9, 9, 9, 6)"
204,23岁法乙球员遭遇车祸去世,"(18, 17, 5, 22, 14, 11)","(147, 8, 4, 3, 1, 1)"
205,24家银行2019年共赚4390亿,"(4, 14, 10, 22, 8, 11, 9, 1, 19, 24, 2, 18, 6, 15, 17, 21)","(446, 97, 36, 30, 16, 14, 9, 8, 7, 6, 2, 2, 1, 1, 1, 1)"
